"emp_id";"emp_name";"designation";"branch_id";"salary";"doj"
17691;"Fariq Sinha";"Cashier";42654;120918.86;"2025-10-16"
17692;"Ekalinga Lall";"Officer";14108;55638.49;"2025-03-08"
17693;"Akshay Sama";"Cashier";11760;53393.16;"2025-05-20"
17694;"Ucchal Ganesh";"Officer";41246;65043.09;"2020-04-21"
17695;"Falak Rajan";"Officer";32620;142877.98;"2019-02-27"
17696;"Zehaan Ray";"Clerk";10069;25297.61;"2024-08-22"
17697;"Tanay Ramanathan";"Manager";26256;36262.22;"2018-10-29"
17698;"Ekapad Gandhi";"Clerk";40345;125247.82;"2025-10-10"
17699;"Neel Korpal";"Clerk";941;54388.23;"2023-10-05"
17700;"Anvi Goel";"Officer";29466;78163.94;"2024-02-23"
17701;"Pallavi Tank";"Officer";18355;63402.83;"2024-12-21"
17702;"Tanish Dutta";"Clerk";11658;88785.05;"2022-03-22"
17703;"Mitesh Subramaniam";"Officer";36349;26359.69;"2023-08-04"
17704;"Sudiksha Raval";"Clerk";40301;32722.63;"2020-11-04"
17705;"Ekiya Tank";"Cashier";40118;79049.84;"2024-06-27"
17706;"Raagini Mangal";"Manager";45743;97326.24;"2024-08-10"
17707;"Yash Subramaniam";"Officer";27356;73925.95;"2024-03-20"
17708;"Nilima Bhakta";"Officer";49653;129590.81;"2022-07-09"
17709;"Tanmayi Sundaram";"Clerk";37203;72292.75;"2019-10-28"
17710;"Nidhi Ranganathan";"Clerk";46469;101085.88;"2018-02-09"
17711;"Vasana Bumb";"Officer";42648;63985.83;"2019-08-29"
17712;"Jagvi Kanda";"Manager";41776;30195.42;"2018-05-12"
17713;"Irya Biswas";"Officer";8062;147998.06;"2025-09-08"
17714;"Balvan Sani";"Cashier";39018;65955.67;"2024-03-02"
17715;"George Goswami";"Cashier";21020;104743.76;"2025-05-19"
17716;"Brinda Barad";"Cashier";48032;63085.51;"2025-08-30"
17717;"Ishwar Sahota";"Officer";22556;83471.78;"2019-12-30"
17718;"Yatan Kumar";"Manager";16065;110983.29;"2018-02-02"
17719;"Anjali Kari";"Officer";7292;68071.55;"2019-09-07"
17720;"Lohit Ramesh";"Cashier";10965;83198.75;"2019-02-24"
17721;"Brinda Dass";"Clerk";41656;130290.28;"2019-11-23"
17722;"Xavier Nayak";"Officer";14089;43252.72;"2020-06-04"
17723;"Chandani Mangal";"Clerk";30700;120938.81;"2021-06-23"
17724;"Upkaar Sood";"Officer";20999;57132.33;"2022-10-13"
17725;"Ikbal Naik";"Cashier";8395;87452.42;"2019-05-10"
17726;"Rachana Verma";"Cashier";38932;121305.5;"2019-04-15"
17727;"Ikshita Sankaran";"Cashier";28073;111074.14;"2022-02-14"
17728;"Prisha Badal";"Cashier";41158;59392.14;"2018-11-09"
17729;"Ati Sarna";"Manager";12394;136529.0;"2018-07-23"
17730;"Chandresh Ganguly";"Manager";47192;28489.26;"2021-03-07"
17731;"Farhan Comar";"Manager";19678;54210.09;"2021-12-28"
17732;"Wazir Uppal";"Officer";21389;119600.75;"2023-01-19"
17733;"Yug Kade";"Cashier";23535;137390.08;"2023-12-30"
17734;"Amaira Natarajan";"Clerk";36316;148758.22;"2022-03-02"
17735;"Tripti Nadkarni";"Clerk";14096;42056.29;"2023-09-08"
17736;"Aarush Sabharwal";"Clerk";20032;123682.82;"2022-09-19"
17737;"Azaan Bawa";"Cashier";47399;55587.03;"2018-06-23"
17738;"Arin Deo";"Cashier";25402;77154.35;"2021-10-31"
17739;"Orinder Dewan";"Clerk";8684;121774.1;"2024-10-31"
17740;"Lohit Murty";"Officer";23911;121295.63;"2023-10-05"
17741;"Joshua Mohan";"Cashier";19875;100598.98;"2023-03-06"
17742;"Bakhshi Bir";"Clerk";43552;25662.15;"2024-06-22"
17743;"Pallavi Palla";"Clerk";45865;101843.41;"2024-05-02"
17744;"Indira Malhotra";"Manager";7409;50229.31;"2024-12-19"
17745;"Falak Kala";"Officer";41867;74589.93;"2018-07-26"
17746;"Omisha Gokhale";"Manager";23949;108998.82;"2022-09-09"
17747;"Avi Murthy";"Officer";527;37412.33;"2019-05-06"
17748;"Harita Sibal";"Cashier";5843;39399.99;"2024-01-11"
17749;"Chanchal Luthra";"Manager";23340;118586.86;"2019-02-06"
17750;"Gayathri Ram";"Manager";41728;72556.11;"2021-09-11"
17751;"Krishna Das";"Clerk";13885;33641.7;"2020-11-18"
17752;"Charita Saran";"Clerk";39948;59165.82;"2019-01-09"
17753;"Vanya Mahal";"Manager";7416;69773.69;"2020-09-05"
17754;"Bakhshi Dara";"Officer";47345;139931.73;"2020-01-31"
17755;"Rachita Thaman";"Cashier";2560;97106.95;"2023-08-22"
17756;"Radhika Bora";"Manager";24666;50249.09;"2021-10-28"
17757;"Vritti Dhar";"Officer";41785;70536.27;"2024-10-08"
17758;"Yashasvi Barad";"Cashier";28782;127534.09;"2018-05-19"
17759;"Faras Gera";"Clerk";7915;133969.16;"2023-10-02"
17760;"Gaurav Ray";"Cashier";4218;29809.07;"2022-10-15"
17761;"Omisha Rana";"Manager";4072;28803.45;"2023-02-20"
17762;"Rohan Lanka";"Cashier";19327;52619.98;"2024-02-28"
17763;"Garima Mandal";"Manager";9119;82428.76;"2024-01-14"
17764;"Yug Tandon";"Clerk";9066;118751.87;"2017-12-17"
17765;"Nathan Krishna";"Officer";22014;74622.49;"2021-06-30"
17766;"Gagan Mody";"Cashier";9571;80808.61;"2018-06-09"
17767;"Waida Atwal";"Officer";41190;48587.08;"2024-01-12"
17768;"Damini Goswami";"Manager";41478;90767.98;"2020-10-17"
17769;"Shivansh Dada";"Officer";12955;141779.91;"2018-05-30"
17770;"Chameli Nadkarni";"Officer";29181;77147.68;"2025-08-01"
17771;"Chakradev Srinivas";"Clerk";45546;105167.92;"2019-09-25"
17772;"Urishilla Peri";"Manager";20277;55810.5;"2019-09-24"
17773;"Adweta Prabhu";"Manager";30068;67463.17;"2024-09-16"
17774;"Laban Char";"Officer";5138;59540.15;"2022-08-23"
17775;"Jeet Oza";"Cashier";12187;78984.25;"2020-07-22"
17776;"Zarna Desai";"Cashier";8784;98989.97;"2023-03-11"
17777;"Harish Ravel";"Manager";24668;108782.85;"2023-01-11"
17778;"Omisha Raghavan";"Cashier";47877;72683.0;"2019-06-28"
17779;"Anya Sidhu";"Manager";18435;142562.46;"2018-08-03"
17780;"Faras Bhalla";"Clerk";47698;88282.37;"2020-01-13"
17781;"Nathan Gokhale";"Manager";27069;87152.76;"2024-05-09"
17782;"Anita Randhawa";"Clerk";45255;92526.85;"2018-02-19"
17783;"Balhaar Ravel";"Cashier";20358;134009.08;"2020-11-25"
17784;"Urvi Sekhon";"Cashier";34885;60548.27;"2024-11-02"
17785;"Faris Pradhan";"Officer";17011;55765.64;"2022-04-09"
17786;"Rachita Kulkarni";"Cashier";32019;134640.16;"2021-09-29"
17787;"Ekansh Verma";"Clerk";33312;143580.55;"2024-09-10"
17788;"Ryan Dalal";"Officer";10613;106461.33;"2021-02-27"
17789;"Tara Johal";"Cashier";39789;82281.07;"2023-01-18"
17790;"Amrita De";"Clerk";12265;140720.98;"2019-02-19"
17791;"Saksham Walia";"Cashier";22274;68102.93;"2025-06-02"
17792;"Sanaya Singhal";"Cashier";1729;116010.54;"2025-10-18"
17793;"Shravya Chauhan";"Cashier";9921;40264.91;"2022-10-14"
17794;"Vihaan Shanker";"Manager";7391;62525.84;"2021-09-12"
17795;"Abeer Parmer";"Officer";7763;38689.47;"2022-12-23"
17796;"Yash Prashad";"Officer";29198;90843.24;"2021-12-21"
17797;"Idika Dara";"Cashier";24364;51092.84;"2018-07-18"
17798;"Girish Narayanan";"Manager";47272;68299.29;"2020-07-19"
17799;"Maya Sabharwal";"Officer";25188;141689.06;"2019-09-27"
17800;"Jeet Vaidya";"Officer";38965;47090.77;"2019-02-16"
17801;"Ladli Merchant";"Clerk";15527;95814.78;"2023-07-26"
17802;"Turvi De";"Clerk";47906;129379.99;"2024-02-18"
17803;"Adya Pal";"Manager";48894;108959.22;"2024-04-08"
17804;"Januja Banik";"Clerk";42884;68301.15;"2023-02-02"
17805;"Ijaya Samra";"Cashier";12802;99355.78;"2022-03-01"
17806;"Warinder Bava";"Clerk";41917;71154.06;"2018-05-29"
17807;"Tarak Dey";"Clerk";29782;130333.79;"2019-08-26"
17808;"Zehaan Vala";"Officer";43791;118293.05;"2021-07-20"
17809;"Shravya Sahni";"Manager";11516;127142.44;"2022-02-19"
17810;"Saumya Raval";"Clerk";20412;70268.82;"2020-06-28"
17811;"Omaja Tandon";"Officer";2094;40376.63;"2020-06-02"
17812;"Kavya Krishnan";"Manager";48372;126766.88;"2023-12-15"
17813;"Wyatt Rajan";"Manager";29158;68881.94;"2020-10-19"
17814;"Jyoti Kuruvilla";"Officer";15573;108379.42;"2021-01-16"
17815;"Vedika Shetty";"Cashier";36516;49514.35;"2020-12-31"
17816;"Kalpit Hayre";"Clerk";19267;129038.36;"2023-10-01"
17817;"Peter Pall";"Clerk";8149;67112.78;"2018-01-15"
17818;"Onveer Chand";"Cashier";28098;97392.91;"2020-12-14"
17819;"Damini Ganguly";"Cashier";14437;94149.33;"2023-10-25"
17820;"Neha Edwin";"Officer";4583;82201.21;"2022-01-31"
17821;"Oni Bhatnagar";"Manager";15138;65457.23;"2018-06-16"
17822;"Zansi Yogi";"Clerk";22842;137005.81;"2021-09-07"
17823;"Ekiya Subramanian";"Manager";3697;139247.81;"2019-08-16"
17824;"Ishita Narain";"Cashier";35293;137075.41;"2024-05-06"
17825;"Jairaj Badami";"Clerk";21680;79152.35;"2019-02-22"
17826;"Eesha Borah";"Officer";13955;101364.01;"2024-10-08"
17827;"Chandran Raju";"Cashier";13049;109164.46;"2018-06-01"
17828;"Shaurya Thakur";"Clerk";8171;78807.63;"2025-07-17"
17829;"Vasudha Sunder";"Clerk";13;105514.71;"2023-08-21"
17830;"Shivansh Sagar";"Clerk";36005;77587.36;"2023-05-12"
17831;"Faqid Mishra";"Officer";36593;61657.42;"2019-10-22"
17832;"Kala Varghese";"Officer";31550;66314.29;"2024-10-17"
17833;"Alka Doshi";"Cashier";14565;74627.14;"2023-08-09"
17834;"Logan Raghavan";"Officer";8964;30892.45;"2023-04-11"
17835;"Sneha Sampath";"Officer";49063;143105.78;"2018-02-24"
17836;"Chaitanya Chopra";"Manager";25155;71937.57;"2018-07-07"
17837;"Ryan Jha";"Manager";44832;141653.98;"2022-03-09"
17838;"Madhavi Choudhury";"Clerk";48026;93315.34;"2021-12-22"
17839;"Niharika Char";"Officer";33947;66203.77;"2020-02-07"
17840;"Udarsh Kala";"Cashier";19092;34840.16;"2025-05-03"
17841;"Wakeeta Bhargava";"Cashier";37478;54571.65;"2022-07-24"
17842;"Alexander Choudhury";"Manager";5492;35893.86;"2023-03-22"
17843;"Aashi Lall";"Officer";49597;104652.08;"2021-05-23"
17844;"Yashvi Bakshi";"Cashier";20459;145538.98;"2021-01-17"
17845;"Hemani Kara";"Clerk";25352;118564.73;"2024-10-23"
17846;"Bimala Nadig";"Clerk";6514;89737.18;"2024-03-25"
17847;"Daksha Bhatt";"Officer";46962;111648.61;"2024-11-22"
17848;"Charles Sarin";"Manager";46909;55691.08;"2018-04-04"
17849;"Victor Dixit";"Officer";16373;46222.67;"2025-07-26"
17850;"Netra Shan";"Cashier";48478;40300.7;"2023-02-17"
17851;"Anjali Kala";"Cashier";11254;43076.75;"2022-03-18"
17852;"Gayathri Sangha";"Manager";28020;127394.03;"2022-07-06"
17853;"Bina Tailor";"Officer";6113;49908.76;"2022-01-06"
17854;"Baljiwan Grover";"Manager";28850;116834.59;"2023-03-09"
17855;"Upadhriti Minhas";"Clerk";40641;89445.05;"2020-05-10"
17856;"Rachana Dayal";"Officer";5147;105998.14;"2018-01-25"
17857;"Parth Bhakta";"Cashier";33500;61141.26;"2019-12-24"
17858;"Wishi Bhatia";"Cashier";17757;63490.1;"2020-12-05"
17859;"Aryan Srinivas";"Clerk";1944;25497.05;"2024-11-09"
17860;"Hemani Nadig";"Cashier";22081;126859.25;"2022-12-17"
17861;"Hemangini Khurana";"Officer";48372;86081.46;"2022-12-27"
17862;"William Nadig";"Cashier";7937;106031.6;"2020-03-21"
17863;"Eshana Bala";"Cashier";27533;127728.67;"2024-05-15"
17864;"Harshil Dara";"Cashier";6572;87678.29;"2023-08-17"
17865;"Dhruv Purohit";"Manager";26305;55560.69;"2025-03-24"
17866;"Vasudha Chaudhuri";"Clerk";24045;52711.38;"2024-11-23"
17867;"Vansha Butala";"Clerk";46255;79193.97;"2018-04-01"
17868;"Yadavi Apte";"Manager";21792;82094.84;"2025-10-29"
17869;"Ansh Aurora";"Cashier";30365;110937.65;"2020-02-23"
17870;"Hemani Bava";"Officer";26468;134345.09;"2020-12-01"
17871;"Janya Dua";"Officer";3825;48354.89;"2020-03-19"
17872;"Jeevika Choudhary";"Cashier";1523;82060.45;"2021-09-01"
17873;"Harinakshi Chana";"Officer";28029;78344.61;"2019-01-09"
17874;"Liam Cheema";"Officer";37722;105092.06;"2025-06-22"
17875;"Xavier Mannan";"Cashier";1264;89450.75;"2020-06-21"
17876;"Varenya Divan";"Cashier";46651;43497.86;"2020-04-01"
17877;"Falguni Bava";"Manager";3097;77607.65;"2021-02-01"
17878;"Krisha Garde";"Officer";24410;68267.69;"2022-09-06"
17879;"Aarav Sehgal";"Clerk";8910;73186.45;"2022-11-28"
17880;"Ikshita Banik";"Cashier";32536;58892.9;"2018-03-07"
17881;"Jagdish Ghosh";"Manager";42501;113642.31;"2022-03-07"
17882;"Jeevika Behl";"Manager";11839;109061.01;"2024-05-29"
17883;"Advaith Tank";"Manager";44196;119069.81;"2022-07-28"
17884;"Parth Saraf";"Cashier";12812;96100.59;"2022-04-16"
17885;"Raksha Dhingra";"Cashier";33738;130473.46;"2020-10-19"
17886;"Bishakha Raju";"Cashier";38212;123446.83;"2021-08-18"
17887;"Azaan Narayanan";"Officer";3283;25890.42;"2021-12-31"
17888;"Kevin Singhal";"Manager";36188;107510.93;"2018-12-31"
17889;"Upadhriti Srivastava";"Clerk";507;137709.39;"2021-11-11"
17890;"Ira Mukherjee";"Officer";6926;73434.7;"2019-02-11"
17891;"Upadhriti Chad";"Clerk";34811;135923.41;"2022-07-13"
17892;"Vidhi Behl";"Manager";38825;51940.5;"2018-10-30"
17893;"Faraj Dar";"Clerk";31245;35152.95;"2025-04-29"
17894;"Sai Nayar";"Manager";33159;99051.71;"2022-12-18"
17895;"Gaurika Ahluwalia";"Clerk";36637;130126.09;"2019-11-06"
17896;"Unni Mani";"Manager";40001;91785.73;"2025-06-27"
17897;"Ridhi Bir";"Clerk";6313;76664.42;"2021-05-13"
17898;"Aarna Narayan";"Manager";6379;130957.83;"2025-08-17"
17899;"Avni Butala";"Manager";30498;117127.69;"2018-03-05"
17900;"Manthan Kuruvilla";"Officer";27590;118058.44;"2024-08-16"
17901;"Tanveer Rattan";"Manager";33517;28998.17;"2020-01-11"
17902;"Chaitanya Karpe";"Officer";46714;79942.01;"2020-07-03"
17903;"Imaran Balasubramanian";"Cashier";49113;40640.5;"2018-01-04"
17904;"Timothy Rajagopalan";"Officer";8597;63276.62;"2019-03-10"
17905;"Nidhi Sengupta";"Manager";21876;41087.02;"2019-01-19"
17906;"Vyanjana Mahajan";"Clerk";11014;88795.72;"2025-11-29"
17907;"Gaurika Mohan";"Officer";28606;67124.48;"2020-06-13"
17908;"Patrick Lad";"Manager";31949;143515.11;"2025-08-25"
17909;"Kiaan Goel";"Clerk";5092;50778.38;"2020-01-03"
17910;"Saksham Saraf";"Officer";18983;96169.65;"2023-06-21"
17911;"Benjamin Seth";"Manager";15683;65769.5;"2022-10-12"
17912;"Geetika Borde";"Officer";44327;143772.5;"2021-11-17"
17913;"Falguni Devi";"Clerk";22586;67835.84;"2025-10-28"
17914;"Yamini More";"Clerk";32235;77884.17;"2023-11-06"
17915;"Abhimanyu Bassi";"Cashier";4104;36603.47;"2021-07-27"
17916;"Samuel Bhatnagar";"Clerk";21004;79661.74;"2022-06-29"
17917;"Vansha Sem";"Officer";41029;121747.58;"2024-11-04"
17918;"Vinaya Mandal";"Manager";25125;51812.26;"2020-06-13"
17919;"Lakshit Lall";"Manager";29869;46188.36;"2023-07-08"
17920;"Aryan Oak";"Manager";21609;56479.08;"2021-12-23"
17921;"Vasatika Deshmukh";"Clerk";27094;46519.39;"2025-02-21"
17922;"Yashica Parsa";"Manager";48370;148362.66;"2021-06-28"
17923;"Yamini Yadav";"Clerk";18831;40185.48;"2018-10-04"
17924;"Sanaya Ratti";"Cashier";1540;48478.69;"2019-08-13"
17925;"Eta Rau";"Cashier";26362;26546.91;"2021-03-03"
17926;"Gopal Bajwa";"Officer";20393;148965.81;"2020-12-30"
17927;"Warda Ramaswamy";"Officer";41596;145150.48;"2022-03-03"
17928;"Lila Iyer";"Officer";21350;80731.49;"2025-02-19"
17929;"Anya Arora";"Cashier";28043;112480.83;"2025-03-30"
17930;"Thomas Garg";"Cashier";46456;56618.47;"2023-09-23"
17931;"Bhavya Majumdar";"Clerk";7531;89410.25;"2022-11-28"
17932;"Sanaya Bansal";"Officer";14266;101848.8;"2022-08-24"
17933;"Ekapad Thakur";"Clerk";6930;119768.03;"2018-02-27"
17934;"Balvan Dhingra";"Cashier";21364;88762.95;"2021-03-13"
17935;"Teerth Karpe";"Officer";30873;59936.93;"2022-05-22"
17936;"Kavya Mohanty";"Manager";23027;32260.51;"2023-09-07"
17937;"Sneha More";"Manager";22312;33285.98;"2019-01-24"
17938;"Januja Behl";"Cashier";43604;72405.62;"2025-01-30"
17939;"Chandresh Randhawa";"Manager";35748;113077.98;"2023-12-31"
17940;"Udarsh Tata";"Officer";21183;111663.68;"2023-05-07"
17941;"Gaurang Dugar";"Officer";45203;118136.09;"2021-12-31"
17942;"Nimrat Dixit";"Officer";17465;61644.43;"2024-01-12"
17943;"Abha Nanda";"Officer";5126;53559.07;"2020-10-15"
17944;"Wakeeta Arora";"Manager";10836;67432.97;"2023-11-29"
17945;"William Tata";"Clerk";42023;125205.83;"2024-01-01"
17946;"Jagdish Sha";"Clerk";17277;132989.94;"2019-03-08"
17947;"Victor Kannan";"Manager";1672;77991.61;"2025-08-11"
17948;"Krisha Narayanan";"Officer";8870;101359.64;"2025-10-21"
17949;"Gaurav Sant";"Officer";27629;129859.24;"2020-10-20"
17950;"Ekaraj Narayan";"Cashier";27644;120554.19;"2023-10-27"
17951;"Bhavika Kota";"Manager";27591;127249.2;"2025-06-22"
17952;"Zarna Dugar";"Manager";15487;136495.86;"2024-11-18"
17953;"Nihal Barad";"Clerk";14025;147370.05;"2021-06-12"
17954;"Zashil Issac";"Officer";44572;85874.12;"2024-08-16"
17955;"Ishanvi Shankar";"Cashier";20408;130861.99;"2018-04-30"
17956;"Ekta Virk";"Manager";48193;136999.13;"2024-12-27"
17957;"Xavier Raj";"Cashier";13303;98176.21;"2019-06-01"
17958;"Aditya Natarajan";"Manager";49110;121508.04;"2021-04-12"
17959;"Tanay Gaba";"Manager";34064;48251.26;"2020-04-16"
17960;"Gopal Bora";"Manager";803;52229.47;"2018-04-26"
17961;"Vanya Brar";"Cashier";2306;102783.73;"2018-05-23"
17962;"Varsha Lad";"Clerk";21977;117132.66;"2024-03-17"
17963;"Upma Dhawan";"Clerk";31284;117000.75;"2022-09-03"
17964;"Ucchal Boase";"Manager";31827;49762.17;"2023-11-10"
17965;"Meghana Banerjee";"Clerk";3473;51395.64;"2025-01-21"
17966;"Lopa Choudhary";"Manager";28649;74672.68;"2023-11-14"
17967;"Vedant Wason";"Cashier";28547;112790.48;"2020-06-12"
17968;"Yutika Prakash";"Manager";32871;141511.9;"2024-11-10"
17969;"Omisha Sandhu";"Officer";33344;123835.16;"2019-03-10"
17970;"Luke Memon";"Officer";46934;138245.3;"2024-04-16"
17971;"Pooja Andra";"Officer";34469;93638.44;"2025-08-11"
17972;"Qadim Prabhu";"Cashier";22916;131694.13;"2021-11-01"
17973;"Bhavini Prashad";"Officer";40582;116557.51;"2020-06-19"
17974;"Logan Kanda";"Cashier";30491;112571.31;"2024-05-24"
17975;"Ekiya Sant";"Officer";5591;37369.2;"2022-06-03"
17976;"Radhika Mammen";"Manager";30023;139672.72;"2018-12-12"
17977;"Bhavini Malhotra";"Cashier";27312;33379.55;"2021-10-19"
17978;"Panini Choudhary";"Manager";24614;98613.26;"2023-12-03"
17979;"Vanya Chaudry";"Clerk";14766;104827.13;"2025-10-24"
17980;"Falak Kala";"Cashier";6320;27593.89;"2019-01-24"
17981;"Aadhya Varghese";"Clerk";8710;120240.61;"2022-12-05"
17982;"Diya Nazareth";"Officer";25722;90028.05;"2018-08-18"
17983;"Falguni Biswas";"Officer";35521;146395.74;"2021-08-15"
17984;"Jai Sundaram";"Cashier";9575;27217.53;"2025-04-11"
17985;"Urvashi Yadav";"Clerk";12274;142758.25;"2019-03-20"
17986;"Mekhala Sankaran";"Cashier";3963;105184.59;"2021-03-02"
17987;"Ekta Badami";"Manager";20766;139482.85;"2021-10-05"
17988;"Yash Prabhu";"Cashier";6147;37080.02;"2022-06-01"
17989;"Bimala Dube";"Clerk";2578;116791.7;"2019-08-07"
17990;"George Sami";"Officer";24506;130488.26;"2020-12-08"
17991;"Tanvi Tank";"Clerk";14156;67163.62;"2019-01-18"
17992;"Girindra Biswas";"Cashier";39334;71695.31;"2021-08-30"
17993;"Yash Sabharwal";"Officer";3477;56088.54;"2021-10-05"
17994;"Pranav Koshy";"Officer";45178;33831.9;"2023-07-13"
17995;"Nihal Singh";"Manager";35386;58809.22;"2018-03-29"
17996;"Yashasvi Talwar";"Clerk";49491;114812.47;"2019-03-29"
17997;"Hritik Kanda";"Officer";3522;62627.93;"2019-09-11"
17998;"Rehaan Raju";"Cashier";13501;90188.54;"2021-11-12"
17999;"Hritik Prakash";"Officer";35570;80527.57;"2020-01-05"
18000;"Yasti Naidu";"Manager";9403;111844.24;"2022-05-04"
18001;"Omkaar Swamy";"Officer";26947;86364.24;"2024-02-18"
18002;"Farhan Hegde";"Clerk";7441;143729.48;"2018-09-16"
18003;"Kashish Raj";"Clerk";21973;62502.66;"2022-08-28"
18004;"Utkarsh Date";"Cashier";26479;118827.27;"2018-05-23"
18005;"Rudra Pandey";"Cashier";47269;53334.97;"2018-03-15"
18006;"Isha Rama";"Manager";22574;117629.6;"2023-09-17"
18007;"Ishanvi Pillai";"Clerk";44824;134924.79;"2025-09-19"
18008;"Lajita Korpal";"Cashier";16058;147482.55;"2019-11-14"
18009;"Jyoti Bakshi";"Manager";11682;133767.88;"2022-06-29"
18010;"Hredhaan Dubey";"Manager";2090;89975.44;"2023-06-07"
18011;"Ayushman Savant";"Cashier";37813;140327.9;"2025-02-02"
18012;"Ekani Viswanathan";"Cashier";3129;146547.19;"2018-10-18"
18013;"Gautam Sharma";"Manager";11494;59958.4;"2023-12-05"
18014;"Chatura Murty";"Officer";2098;51865.64;"2022-07-26"
18015;"Jacob Raja";"Cashier";12015;135556.73;"2025-11-13"
18016;"Yauvani Lal";"Officer";47372;56031.26;"2025-05-29"
18017;"Jatin Dara";"Manager";13406;62367.57;"2021-07-29"
18018;"Reyansh Chand";"Clerk";20403;32825.78;"2025-05-19"
18019;"Yug Andra";"Officer";8121;125234.69;"2020-04-05"
18020;"Yoshita Bahl";"Officer";25791;45306.14;"2019-06-16"
18021;"Aarnav Gill";"Manager";49784;85040.63;"2025-06-20"
18022;"Yashodhara Mukherjee";"Officer";39685;131694.73;"2023-07-03"
18023;"Rushil Sankar";"Cashier";47683;42638.71;"2021-07-23"
18024;"Balvan Jhaveri";"Clerk";6459;29382.87;"2025-05-18"
18025;"Turvi Radhakrishnan";"Manager";32442;41973.24;"2021-06-23"
18026;"Vasana Bandi";"Cashier";35520;120869.08;"2021-10-03"
18027;"Jagat Dada";"Manager";46435;67581.58;"2020-08-09"
18028;"Unnati Mukherjee";"Manager";31467;120828.55;"2019-06-27"
18029;"Mohini Badami";"Manager";47975;141646.64;"2018-08-28"
18030;"Zarna Narasimhan";"Officer";15463;35022.18;"2018-07-25"
18031;"Dhriti Hegde";"Clerk";17948;110928.45;"2019-01-19"
18032;"Damini Toor";"Cashier";38456;73685.56;"2023-09-03"
18033;"Idika Kade";"Manager";40785;137541.84;"2021-10-22"
18034;"Leena Rai";"Cashier";6034;101291.18;"2025-07-06"
18035;"Eshana Baria";"Officer";11253;85177.93;"2022-05-08"
18036;"Qasim Bassi";"Cashier";22997;85529.47;"2021-07-10"
18037;"Tamanna Rao";"Officer";20737;140752.09;"2024-08-11"
18038;"Hardik Pant";"Officer";33256;79484.4;"2025-04-11"
18039;"Megha Kari";"Clerk";28948;88939.9;"2022-08-09"
18040;"Bhavini Mahal";"Officer";30310;37066.18;"2022-04-02"
18041;"Orinder Agrawal";"Officer";8060;47241.93;"2022-05-24"
18042;"Netra Mallick";"Clerk";45490;106966.47;"2022-04-29"
18043;"Bakhshi Soni";"Manager";32287;72460.52;"2025-09-10"
18044;"Nakul Mandal";"Officer";69;108232.22;"2022-12-10"
18045;"Naksh Varghese";"Officer";41743;26413.49;"2018-12-11"
18046;"Vanya Dara";"Clerk";11224;105835.43;"2020-05-29"
18047;"Pahal Borra";"Officer";10540;117069.97;"2020-11-08"
18048;"Geetika Chaudhuri";"Cashier";22075;47879.82;"2022-02-21"
18049;"Nikita Patil";"Cashier";12843;25009.74;"2018-05-11"
18050;"Yash Devan";"Manager";14380;100804.29;"2021-02-24"
18051;"Luke Barman";"Officer";32815;104640.86;"2020-07-03"
18052;"Darika Nigam";"Manager";27529;148450.83;"2021-09-11"
18053;"Vedhika Madan";"Cashier";27764;137260.72;"2024-12-08"
18054;"Yashoda Shan";"Cashier";36965;63439.59;"2025-04-24"
18055;"Lakshmi Verma";"Manager";43168;120349.58;"2022-05-26"
18056;"George Kothari";"Officer";35573;105691.78;"2019-05-20"
18057;"Anvi Sampath";"Cashier";39391;106390.9;"2025-10-28"
18058;"Kavya Basu";"Officer";45676;58967.72;"2021-09-11"
18059;"Rehaan Karnik";"Clerk";45796;47302.02;"2021-09-25"
18060;"Ikshita Mutti";"Clerk";47298;97663.45;"2019-03-04"
18061;"Faqid Saran";"Clerk";24779;94113.5;"2021-08-26"
18062;"Yashasvi Chad";"Officer";32848;83851.05;"2019-03-31"
18063;"Quincy Chaudhuri";"Clerk";30831;70881.14;"2022-03-21"
18064;"Matthew Ahuja";"Officer";34820;71004.92;"2022-02-10"
18065;"Aadi Sethi";"Cashier";21475;85513.93;"2025-11-25"
18066;"Wazir Tandon";"Officer";21254;51795.46;"2025-10-06"
18067;"Nitara Vyas";"Clerk";17083;118405.37;"2022-07-28"
18068;"Geetika Yohannan";"Officer";18866;50640.43;"2024-06-12"
18069;"Wishi Mann";"Manager";14582;41120.74;"2025-05-17"
18070;"Kevin Chowdhury";"Clerk";22677;147308.07;"2022-09-07"
18071;"Turvi Contractor";"Cashier";1250;57335.53;"2025-11-05"
18072;"Reyansh Tripathi";"Clerk";10724;77695.36;"2024-05-08"
18073;"Anmol Gulati";"Cashier";49314;54816.32;"2024-09-03"
18074;"Christopher Bajwa";"Cashier";47902;120046.73;"2023-08-23"
18075;"Pranit Randhawa";"Cashier";20657;71233.52;"2018-10-29"
18076;"Zaid Garde";"Officer";15232;37255.59;"2020-06-02"
18077;"Joshua Saran";"Clerk";43221;144652.07;"2022-03-23"
18078;"Nirja Mitter";"Officer";11621;43186.08;"2023-07-29"
18079;"Lohit Boase";"Cashier";32199;79799.14;"2020-12-04"
18080;"Saumya Borde";"Manager";13202;147506.17;"2020-03-28"
18081;"Charita Chandra";"Clerk";44588;145847.72;"2020-07-25"
18082;"Tristan Saran";"Manager";31542;145224.83;"2023-04-11"
18083;"Noah Datta";"Manager";3209;43061.0;"2021-04-11"
