"card_id";"customer_id";"card_type";"card_number";"expiry_date";"cvv"
17845;32451;"Credit";"30420017449707";"2028-12-19";"772"
17846;17631;"Debit";"342584982462251";"2028-05-11";"760"
17847;4590;"Credit";"30377314517091";"2026-01-02";"107"
17848;45292;"Debit";"2281058297525846";"2028-05-27";"135"
17849;21251;"Credit";"3587635764500342";"2030-05-29";"793"
17850;35661;"Debit";"180059313562272";"2029-10-06";"853"
17851;18824;"Debit";"6011365737015892";"2027-04-04";"786"
17852;25831;"Debit";"3595089568450785";"2026-10-15";"755"
17853;34614;"Credit";"377675025564489";"2028-01-15";"926"
17854;11380;"Debit";"503800893623";"2027-06-12";"955"
17855;2315;"Debit";"4300522496377708";"2029-03-13";"769"
17856;32571;"Credit";"4966174253392008705";"2029-10-14";"388"
17857;41567;"Debit";"6011047721845308";"2027-12-24";"325"
17858;10669;"Credit";"4314125555855675116";"2027-09-02";"857"
17859;14356;"Debit";"30360671694893";"2028-02-03";"454"
17860;1121;"Debit";"4409427022906808";"2029-08-01";"585"
17861;22086;"Credit";"4978273534457232";"2026-05-29";"778"
17862;46809;"Credit";"4289773920737206994";"2030-05-31";"782"
17863;40390;"Credit";"3543136471470104";"2030-09-15";"600"
17864;12171;"Debit";"3567780433843766";"2030-03-17";"335"
17865;25397;"Credit";"344107981862566";"2030-02-24";"185"
17866;47799;"Credit";"349357219913088";"2029-03-23";"682"
17867;46305;"Credit";"345075627501204";"2026-10-20";"337"
17868;4374;"Debit";"4717123929095418";"2029-06-07";"920"
17869;17812;"Credit";"4194205969812596";"2029-09-02";"886"
17870;28678;"Credit";"3522715206500577";"2026-10-12";"301"
17871;27264;"Debit";"213189340271646";"2030-08-26";"947"
17872;9473;"Credit";"4573348120577442";"2028-11-21";"254"
17873;14513;"Debit";"6011671160355287";"2026-05-16";"288"
17874;44175;"Debit";"3596482743311072";"2030-05-17";"398"
17875;2758;"Debit";"6011779011311381";"2028-06-16";"672"
17876;37497;"Debit";"6599400307649141";"2026-01-02";"683"
17877;22765;"Credit";"4230206372826039";"2029-06-18";"909"
17878;44094;"Credit";"3542346308657002";"2029-11-17";"289"
17879;3482;"Debit";"3577119246562750";"2028-07-07";"218"
17880;46537;"Credit";"6011835555037863";"2029-03-27";"346"
17881;30210;"Credit";"30111349620459";"2026-10-04";"850"
17882;23651;"Debit";"2319940504637769";"2029-02-04";"414"
17883;14838;"Debit";"4477929882357367";"2027-12-30";"267"
17884;23885;"Debit";"3524535769210663";"2030-09-22";"845"
17885;27606;"Credit";"4585635794708154";"2029-07-01";"563"
17886;3418;"Credit";"38303900003546";"2029-02-12";"267"
17887;20091;"Debit";"4110089781069";"2027-07-20";"810"
17888;33748;"Debit";"6011938546541082";"2029-06-18";"783"
17889;48053;"Credit";"502033664587";"2027-06-15";"341"
17890;40512;"Credit";"376663218540020";"2026-09-19";"191"
17891;46581;"Debit";"342638842654406";"2030-04-21";"543"
17892;26720;"Debit";"375858597156262";"2028-12-25";"991"
17893;2933;"Credit";"30348802019684";"2026-11-29";"119"
17894;34279;"Debit";"3513022497871051";"2027-01-21";"845"
17895;31437;"Debit";"4073213163515";"2028-12-09";"851"
17896;46108;"Debit";"2464732895921230";"2027-12-30";"304"
17897;14082;"Credit";"3527355345985036";"2030-07-27";"159"
17898;19301;"Credit";"6011514883262754";"2027-10-28";"126"
17899;42681;"Credit";"4925283533234";"2029-10-02";"774"
17900;23240;"Credit";"3514542387994829";"2028-03-19";"969"
17901;31130;"Credit";"376522352041387";"2029-04-19";"620"
17902;11907;"Credit";"569830404160";"2030-09-29";"454"
17903;42260;"Debit";"4784498738864099";"2028-10-17";"592"
17904;44065;"Debit";"372208605369544";"2029-07-29";"978"
17905;20762;"Debit";"3526682581564329";"2026-08-06";"616"
17906;22412;"Debit";"3573355889241146";"2026-01-04";"668"
17907;43688;"Credit";"676154722158";"2029-08-10";"915"
17908;32913;"Debit";"4411080960318";"2026-01-28";"518"
17909;5302;"Credit";"4539002183643160";"2030-06-24";"619"
17910;12017;"Credit";"5222915600598114";"2027-08-18";"777"
17911;6288;"Debit";"3541302668461718";"2029-05-24";"152"
17912;32129;"Debit";"4333889364452";"2026-01-04";"352"
17913;17293;"Credit";"3582518699441987";"2030-03-06";"308"
17914;41838;"Debit";"4298298694366348";"2026-01-22";"973"
17915;47540;"Credit";"213171755916311";"2029-05-01";"140"
17916;22187;"Credit";"4762140681695705714";"2027-02-19";"926"
17917;49920;"Debit";"3549709404636977";"2026-08-05";"884"
17918;26387;"Debit";"30506593034077";"2030-10-11";"853"
17919;36906;"Debit";"36342909722195";"2026-07-09";"901"
17920;27270;"Credit";"4456741591127";"2026-11-23";"740"
17921;26243;"Credit";"4967975067733";"2030-09-14";"220"
17922;39211;"Credit";"572991036078";"2028-04-10";"629"
17923;14684;"Debit";"213190294205531";"2029-12-18";"181"
17924;6703;"Credit";"630402970762";"2030-02-09";"390"
17925;41538;"Credit";"3528075686411959";"2029-09-17";"420"
17926;35322;"Credit";"4831500345161489";"2028-02-11";"647"
17927;15990;"Credit";"347257328862113";"2029-04-04";"475"
17928;3491;"Credit";"6535787414724263";"2028-08-11";"789"
17929;8253;"Credit";"4211808189521125835";"2026-09-15";"747"
17930;29566;"Credit";"5497353920352285";"2029-03-19";"894"
17931;7998;"Credit";"4734565173374";"2027-07-01";"842"
17932;38846;"Debit";"349266105943838";"2028-01-26";"918"
17933;17304;"Credit";"4038112721792021471";"2026-01-07";"829"
17934;23676;"Credit";"180090404715057";"2030-06-04";"300"
17935;35517;"Credit";"4387549595806";"2027-03-02";"801"
17936;37862;"Credit";"30318529374274";"2026-04-07";"319"
17937;21871;"Debit";"675984697549";"2027-03-06";"815"
17938;28834;"Debit";"213162975049173";"2028-12-07";"554"
17939;8669;"Debit";"4695393900969941";"2029-07-04";"523"
17940;41335;"Credit";"4341739491242591363";"2028-09-11";"429"
17941;49243;"Credit";"6560641961649720";"2028-11-25";"905"
17942;8601;"Credit";"6011304451194302";"2030-09-24";"768"
17943;35454;"Credit";"30408018909217";"2029-02-20";"867"
17944;32905;"Debit";"3504596336227725";"2028-08-29";"787"
17945;24972;"Credit";"584041367312";"2030-11-17";"925"
17946;619;"Credit";"4884088427946";"2026-03-18";"137"
17947;10503;"Credit";"3503065907231442";"2027-07-15";"517"
17948;9520;"Debit";"3553480376960570";"2026-11-17";"242"
17949;42140;"Debit";"6578977573151113";"2029-05-15";"796"
17950;24608;"Debit";"4700412811930470";"2029-08-31";"360"
17951;3864;"Debit";"213126772826901";"2028-12-14";"486"
17952;15005;"Credit";"676320325803";"2026-10-03";"654"
17953;6541;"Debit";"676365025714";"2026-11-28";"953"
17954;30729;"Debit";"180046973322691";"2029-11-13";"775"
17955;19830;"Debit";"3563496244886662";"2030-05-20";"918"
17956;7629;"Credit";"30288566780511";"2030-10-28";"289"
17957;33335;"Debit";"4995955131582763";"2030-07-24";"774"
17958;25339;"Credit";"4947155994047";"2027-11-20";"456"
17959;45783;"Debit";"4598825382676520541";"2030-10-20";"838"
17960;12577;"Debit";"4978530559320631";"2030-10-06";"286"
17961;45179;"Debit";"5122288163497228";"2026-07-21";"559"
17962;36206;"Debit";"584813168708";"2030-03-24";"436"
17963;34758;"Debit";"6595645073369480";"2030-02-07";"757"
17964;18241;"Debit";"6512731297219956";"2026-10-30";"747"
17965;25140;"Debit";"30264019729611";"2028-01-27";"416"
17966;8859;"Credit";"4091390809260190";"2026-06-04";"112"
17967;2900;"Debit";"503859579073";"2028-01-12";"941"
17968;32897;"Credit";"4785695938297209697";"2030-12-05";"316"
17969;17606;"Credit";"4980796784390923";"2026-05-26";"456"
17970;11584;"Credit";"3567655272607912";"2027-03-11";"363"
17971;33579;"Credit";"378360189342423";"2030-03-15";"927"
17972;36288;"Debit";"4952398859882070581";"2027-09-10";"510"
17973;14463;"Debit";"4686749762482";"2027-01-19";"720"
17974;47535;"Debit";"3596865678232877";"2026-05-14";"139"
17975;23592;"Credit";"6011230769921013";"2026-09-05";"562"
17976;27019;"Credit";"3598025832203250";"2026-09-25";"509"
17977;26824;"Credit";"502042774963";"2029-09-22";"420"
17978;9367;"Credit";"3596968737136772";"2028-07-03";"310"
17979;22148;"Credit";"213111791668088";"2028-09-10";"383"
17980;48905;"Credit";"6558965153343709";"2028-04-19";"410"
17981;24073;"Debit";"180096692533425";"2030-03-14";"720"
17982;43596;"Credit";"213116409639025";"2028-02-25";"970"
17983;36586;"Credit";"639057021664";"2028-04-23";"385"
17984;49008;"Debit";"6539740674303084";"2027-02-08";"922"
17985;49616;"Debit";"6011571074152988";"2027-05-12";"243"
17986;13725;"Credit";"3593753327923984";"2028-11-17";"400"
17987;21684;"Debit";"30476685956092";"2027-05-07";"439"
17988;11896;"Debit";"3547397660210091";"2027-02-23";"823"
17989;691;"Credit";"5527124224406919";"2030-09-08";"965"
17990;25350;"Credit";"344505737246473";"2027-04-13";"793"
17991;9703;"Debit";"2363337314067375";"2027-08-15";"706"
17992;29512;"Credit";"4276072502497";"2027-10-01";"347"
17993;28232;"Credit";"370785431635539";"2030-01-18";"385"
17994;43450;"Debit";"630427297126";"2029-04-08";"259"
17995;18328;"Debit";"3510658849804333";"2029-03-15";"614"
17996;10263;"Debit";"4846872514373507";"2028-09-05";"712"
17997;23748;"Credit";"3523271710679407";"2028-11-15";"166"
17998;32036;"Credit";"4606701875305373109";"2027-10-17";"215"
17999;27706;"Credit";"180039371565748";"2026-04-10";"741"
18000;36730;"Debit";"213151336249325";"2030-09-01";"690"
18001;37476;"Credit";"6553282157014152";"2030-05-22";"259"
18002;10818;"Credit";"4100612053368356";"2026-01-13";"154"
18003;44481;"Debit";"3571507693716463";"2029-01-03";"611"
18004;39295;"Credit";"4490585288583067916";"2027-05-02";"714"
18005;7992;"Credit";"3596125364149939";"2026-08-27";"534"
18006;47212;"Credit";"372657687096252";"2027-04-11";"268"
18007;23323;"Debit";"4523616318650849077";"2029-08-06";"156"
18008;24030;"Debit";"3536313401490747";"2027-02-07";"320"
18009;19689;"Credit";"180028967597348";"2026-12-11";"137"
18010;44051;"Debit";"3571314543390437";"2030-03-27";"188"
18011;16453;"Debit";"348992064909590";"2027-08-08";"265"
18012;30894;"Credit";"372351299081452";"2030-03-05";"169"
18013;48731;"Credit";"373532343228749";"2029-07-24";"567"
18014;4743;"Debit";"378349522740427";"2027-05-09";"546"
18015;43550;"Debit";"30541918118974";"2027-04-01";"842"
18016;1331;"Debit";"370477646656787";"2027-08-17";"561"
18017;43198;"Debit";"6011420882997806";"2026-02-08";"993"
18018;39267;"Credit";"36745043699030";"2027-12-19";"412"
18019;905;"Debit";"3511023224879138";"2027-11-21";"396"
18020;2400;"Credit";"060419965904";"2026-04-20";"887"
18021;12011;"Credit";"3510849739775465";"2027-06-15";"917"
18022;46611;"Debit";"4487832536952";"2030-02-16";"336"
18023;46631;"Credit";"6011303840001616";"2030-01-22";"159"
18024;25437;"Debit";"180008683558196";"2028-03-01";"464"
18025;5861;"Debit";"3513267452924615";"2029-06-04";"490"
18026;38137;"Debit";"4618403713342899";"2028-08-01";"315"
18027;4602;"Credit";"060450742147";"2030-03-24";"790"
18028;30708;"Debit";"30131528384313";"2028-07-16";"715"
18029;14836;"Debit";"4824644923464656";"2030-07-27";"845"
18030;5144;"Credit";"3510961875926297";"2026-07-01";"401"
18031;34891;"Debit";"30105016842040";"2027-04-11";"998"
18032;42582;"Credit";"4507262925732808";"2026-01-16";"562"
18033;32557;"Debit";"4684199299725";"2028-09-26";"242"
18034;49963;"Debit";"4718970370057845";"2028-10-31";"167"
18035;29469;"Debit";"4907284698539";"2026-11-21";"780"
18036;28501;"Credit";"4716780132685615";"2028-02-11";"544"
18037;2742;"Credit";"180005834539166";"2030-05-21";"548"
18038;3860;"Debit";"346224028101904";"2030-01-16";"987"
18039;15567;"Credit";"4774707556556369";"2026-01-30";"304"
18040;26184;"Debit";"4877291453795061";"2030-05-17";"718"
18041;14640;"Credit";"4758040237801";"2029-05-26";"769"
18042;17515;"Debit";"213190018717464";"2026-07-30";"416"
18043;8512;"Credit";"2459611910130372";"2026-09-04";"749"
18044;26025;"Debit";"4235880199069711";"2030-11-13";"710"
18045;27993;"Credit";"2240735705565643";"2027-10-27";"661"
18046;15894;"Debit";"38893859193066";"2028-04-30";"256"
18047;4591;"Credit";"3536948080964023";"2030-08-05";"506"
18048;27889;"Debit";"341435245746140";"2027-05-22";"927"
18049;22247;"Credit";"180090359678219";"2030-03-12";"656"
18050;40971;"Credit";"30165493752500";"2029-10-11";"323"
18051;14983;"Credit";"4307092171775165";"2027-04-11";"333"
18052;39706;"Debit";"4930865906210540";"2029-04-23";"315"
18053;39218;"Debit";"375432876517139";"2028-04-14";"413"
18054;45840;"Credit";"3542067127889333";"2028-04-08";"856"
18055;42383;"Debit";"3526622484732912";"2025-12-31";"228"
18056;6531;"Credit";"3587959670476037";"2029-09-29";"284"
18057;4345;"Credit";"502023540151";"2027-06-11";"247"
18058;49459;"Credit";"2222281722621079";"2025-12-24";"452"
18059;37182;"Credit";"4492160545344";"2027-11-19";"323"
18060;15737;"Credit";"346296797147474";"2026-04-21";"624"
18061;3361;"Credit";"30487595920763";"2026-11-18";"641"
18062;43492;"Credit";"6543272822309684";"2026-01-12";"756"
18063;20944;"Debit";"5476528110260266";"2026-09-20";"256"
18064;47836;"Debit";"180094550224112";"2030-08-14";"331"
18065;31959;"Debit";"30229324359834";"2027-11-29";"235"
18066;23812;"Debit";"180089638337332";"2029-03-17";"947"
18067;38463;"Credit";"4354624466808";"2029-06-01";"920"
18068;41203;"Credit";"5352735626453371";"2028-01-13";"854"
18069;48952;"Debit";"4397442485269507";"2028-01-03";"804"
18070;23755;"Credit";"2413845286596593";"2029-08-22";"296"
18071;7936;"Credit";"4302626902391340";"2027-10-31";"496"
18072;30346;"Debit";"4158419378690121";"2026-10-13";"235"
18073;15036;"Debit";"3535472107841891";"2027-08-05";"327"
18074;7202;"Credit";"2633477546172934";"2027-04-13";"836"
18075;46080;"Credit";"378404790703878";"2030-09-12";"108"
18076;34824;"Debit";"348066517180370";"2027-06-15";"722"
18077;43472;"Credit";"503800629415";"2030-07-30";"644"
18078;42378;"Debit";"3599738353712033";"2028-04-09";"951"
18079;32923;"Credit";"4475673897153";"2030-11-18";"225"
18080;31637;"Debit";"060472070725";"2029-10-18";"340"
18081;26079;"Debit";"213124637026106";"2027-01-13";"125"
18082;27055;"Credit";"4972166779141857768";"2027-04-07";"626"
18083;33628;"Credit";"4808913657818365";"2027-09-24";"686"
18084;1663;"Credit";"4187094697598126";"2026-07-29";"900"
18085;47221;"Credit";"180097172643080";"2026-11-13";"797"
18086;40531;"Credit";"4625070846829388520";"2027-08-11";"985"
18087;32841;"Credit";"4364645110877200";"2027-07-15";"824"
18088;29621;"Debit";"4819239644060038160";"2029-02-05";"262"
18089;33633;"Debit";"3555179057196763";"2029-06-02";"120"
18090;7876;"Debit";"3561314070251327";"2027-04-25";"801"
18091;9175;"Credit";"213127577260478";"2026-10-24";"262"
18092;32931;"Credit";"6011973397383433";"2030-09-25";"876"
18093;23094;"Credit";"580383370393";"2028-12-10";"130"
18094;43391;"Credit";"3574761801900306";"2029-02-06";"593"
18095;35010;"Credit";"4323373294729";"2027-11-29";"921"
18096;8957;"Debit";"2462646327358203";"2030-08-04";"949"
18097;14508;"Credit";"2239418059380405";"2030-09-25";"103"
18098;7069;"Credit";"213184467720210";"2028-02-04";"836"
18099;19753;"Debit";"3584286483636653";"2028-10-05";"844"
18100;24872;"Credit";"370326124011298";"2030-02-17";"186"
18101;26805;"Debit";"675939567698";"2027-11-12";"766"
18102;31456;"Credit";"3595514364648811";"2028-04-07";"285"
18103;7802;"Debit";"4095355352315650418";"2029-11-09";"322"
18104;37510;"Credit";"4989850133700554";"2028-07-20";"138"
18105;26739;"Debit";"630410034031";"2027-10-07";"286"
18106;9405;"Debit";"6011229635228157";"2028-03-29";"998"
18107;47603;"Credit";"502002417678";"2027-11-13";"576"
18108;21979;"Credit";"3552480304950850";"2030-05-14";"181"
18109;3664;"Debit";"30426483921442";"2026-01-16";"936"
18110;32657;"Debit";"4169065393594957193";"2029-06-15";"811"
18111;11186;"Debit";"4876421269605";"2030-02-27";"474"
18112;24431;"Debit";"30212048198522";"2028-06-19";"255"
18113;28012;"Debit";"4401429025261";"2030-11-11";"733"
18114;26163;"Debit";"4160279865325620159";"2027-01-05";"769"
18115;31583;"Credit";"4602932444324444";"2027-05-13";"641"
18116;12752;"Credit";"2242708270766324";"2030-07-04";"325"
18117;18740;"Credit";"4546064334582";"2029-07-09";"412"
18118;18297;"Credit";"563548883518";"2029-08-14";"474"
18119;5435;"Credit";"6520424905678371";"2027-12-02";"890"
18120;30292;"Credit";"4092941464227";"2026-03-06";"230"
18121;10504;"Debit";"4111374026726833";"2030-06-05";"994"
18122;44200;"Debit";"676264825057";"2030-07-29";"179"
18123;41197;"Debit";"30254293109572";"2027-11-15";"532"
18124;16333;"Credit";"2296194156345928";"2026-03-16";"997"
18125;28657;"Debit";"2272970077161850";"2026-02-16";"550"
18126;289;"Credit";"4685158846372";"2030-03-11";"527"
18127;47590;"Debit";"4375722063615551";"2028-12-10";"464"
18128;25173;"Debit";"4096010882535277";"2028-08-16";"406"
18129;33003;"Debit";"3596637347213491";"2026-08-01";"215"
18130;48706;"Credit";"501897215080";"2027-01-15";"120"
18131;16840;"Credit";"3569393731665895";"2030-01-06";"666"
18132;2649;"Credit";"3585756586985826";"2027-06-09";"846"
18133;44789;"Credit";"4140154239948325285";"2026-08-15";"566"
18134;41660;"Debit";"4899551938058565";"2028-09-07";"324"
18135;17103;"Credit";"6502753276219940";"2027-12-19";"158"
18136;45301;"Credit";"180049092757763";"2027-09-12";"112"
18137;22621;"Debit";"372742108815272";"2029-08-14";"545"
18138;3396;"Credit";"3544265896609977";"2027-05-03";"681"
18139;11862;"Debit";"376223179985167";"2027-04-25";"285"
18140;7318;"Debit";"213152149343677";"2028-08-26";"671"
18141;18315;"Credit";"3580794143481257";"2026-01-12";"629"
18142;4358;"Credit";"4545575399908928592";"2026-09-07";"554"
18143;16775;"Debit";"344105682036753";"2026-11-18";"332"
18144;46898;"Debit";"4114063514896652947";"2027-02-08";"140"
18145;45522;"Debit";"4025083005620835";"2030-11-08";"515"
18146;35323;"Credit";"180091490277408";"2030-09-10";"152"
18147;49439;"Debit";"4375031647557";"2029-08-16";"992"
18148;9411;"Credit";"342082898723783";"2029-08-11";"869"
18149;4699;"Credit";"378205280255117";"2029-08-10";"263"
18150;22364;"Credit";"4743982360956158";"2028-11-15";"641"
18151;1007;"Credit";"3579375239674543";"2027-05-01";"887"
18152;18126;"Credit";"3543852597868308";"2027-04-14";"204"
18153;6599;"Credit";"3558299692348293";"2030-02-08";"266"
18154;17604;"Debit";"6011816333591868";"2026-12-24";"319"
18155;22873;"Credit";"4336911701713880";"2026-11-30";"928"
18156;35981;"Credit";"4041786853515390";"2029-02-28";"321"
18157;41950;"Credit";"36320722925005";"2030-11-30";"260"
18158;46266;"Credit";"213165128714288";"2028-04-21";"401"
18159;5306;"Debit";"588229182336";"2026-02-09";"267"
18160;23909;"Credit";"4040573828668269";"2028-10-28";"749"
18161;8491;"Credit";"639024403839";"2027-01-08";"774"
18162;41495;"Debit";"378370156821440";"2029-02-24";"978"
18163;18850;"Credit";"4203832244901105415";"2027-09-10";"484"
18164;41222;"Debit";"3578914281206399";"2027-12-03";"722"
18165;22562;"Debit";"30156532979535";"2026-10-15";"637"
18166;30639;"Credit";"3507689561021199";"2028-11-28";"904"
18167;11689;"Credit";"3556705590341877";"2028-03-18";"936"
18168;48630;"Debit";"4557175981285322";"2026-08-09";"298"
18169;16597;"Credit";"676149463447";"2028-10-19";"553"
18170;30449;"Credit";"4539606409277";"2025-12-11";"836"
18171;5532;"Credit";"3557381631306177";"2025-12-17";"322"
18172;49971;"Credit";"30045402695265";"2029-07-01";"294"
18173;8358;"Credit";"180086353170054";"2029-09-02";"239"
18174;40246;"Debit";"4623323661158829";"2030-08-07";"738"
18175;38082;"Credit";"4865387953716";"2027-08-04";"478"
18176;18863;"Debit";"2270881307769267";"2028-09-26";"504"
18177;20577;"Credit";"30428366989918";"2026-11-23";"412"
18178;24730;"Credit";"4673639178406602";"2027-06-18";"275"
18179;17496;"Credit";"30144938902731";"2028-12-24";"670"
18180;20551;"Credit";"30209186634862";"2027-07-06";"818"
18181;37510;"Debit";"4303298002720";"2027-11-19";"602"
18182;5613;"Credit";"4015480893803568";"2030-03-12";"188"
18183;18749;"Debit";"30446546399972";"2028-01-18";"975"
18184;19568;"Credit";"4353226574490179";"2029-12-02";"998"
18185;23363;"Credit";"180088705591854";"2030-05-08";"367"
18186;34849;"Credit";"4927800924177";"2029-10-08";"788"
18187;13543;"Debit";"342573297205745";"2027-10-12";"405"
18188;29099;"Credit";"4688231443123391881";"2028-01-29";"580"
18189;40367;"Debit";"30014508528507";"2026-10-16";"550"
18190;16442;"Debit";"3554391670752580";"2027-10-11";"220"
18191;40099;"Credit";"38853404759126";"2027-02-22";"562"
18192;21190;"Debit";"4218265346159";"2027-10-10";"470"
18193;37935;"Credit";"6011896419843391";"2027-01-16";"838"
18194;37686;"Debit";"6011852406270767";"2028-08-29";"446"
18195;19969;"Debit";"6011858735598083";"2030-04-28";"833"
18196;45734;"Debit";"4789754845296780";"2028-07-01";"673"
18197;15269;"Credit";"6551996764700315";"2029-02-19";"286"
18198;12634;"Credit";"4073654813461843";"2029-01-19";"952"
18199;17366;"Credit";"3506791888342752";"2029-05-07";"290"
18200;37143;"Debit";"562815237994";"2030-03-30";"455"
18201;30591;"Debit";"060494803319";"2029-03-04";"187"
18202;20104;"Debit";"561739771757";"2028-03-27";"427"
18203;17154;"Debit";"6011213571651457";"2027-04-24";"841"
18204;13236;"Debit";"568792274744";"2028-07-03";"791"
18205;30357;"Credit";"4059617074739";"2026-06-03";"525"
18206;28754;"Credit";"3597744820481659";"2029-05-15";"349"
18207;47723;"Debit";"6011407440623974";"2027-02-11";"544"
18208;9694;"Credit";"4700199027955";"2026-12-06";"349"
18209;4013;"Credit";"30032268861256";"2029-11-17";"913"
18210;6132;"Credit";"4282143031559536";"2027-07-18";"192"
18211;46940;"Debit";"180073980502602";"2028-03-11";"797"
18212;49505;"Credit";"2299278147376410";"2027-11-16";"786"
18213;9098;"Debit";"342718078031584";"2029-01-02";"468"
18214;8497;"Debit";"4081516997915668156";"2029-11-02";"298"
18215;8299;"Debit";"4887641745962408";"2029-06-25";"110"
18216;32594;"Credit";"4141918459411";"2030-02-24";"606"
18217;15568;"Credit";"180089855721531";"2026-08-12";"889"
18218;6354;"Credit";"180072494341143";"2029-03-02";"811"
18219;39151;"Debit";"4021561157388727";"2028-06-23";"723"
18220;14459;"Debit";"38949623375726";"2030-06-21";"583"
18221;48388;"Credit";"3520101546828857";"2028-08-14";"538"
18222;44782;"Debit";"2392068903556602";"2030-03-15";"864"
18223;19578;"Debit";"349305360347291";"2029-04-26";"806"
18224;45900;"Debit";"2366062002332686";"2027-07-03";"594"
18225;20952;"Debit";"6533725106395101";"2028-03-09";"977"
18226;43861;"Debit";"4542434049377443197";"2028-08-15";"685"
18227;38757;"Credit";"2275340963933449";"2027-05-16";"960"
18228;13525;"Credit";"3583549871237728";"2028-01-31";"584"
18229;570;"Debit";"4153627249124";"2030-10-20";"642"
18230;18804;"Credit";"6554392172859355";"2028-03-07";"995"
18231;38540;"Debit";"30270289394770";"2030-11-29";"355"
18232;19890;"Credit";"3595625420780297";"2028-09-06";"869"
18233;222;"Credit";"4645930113310271";"2028-06-30";"179"
18234;16757;"Debit";"30295009691650";"2027-11-27";"819"
18235;15108;"Credit";"30168752763804";"2026-08-24";"710"
18236;47539;"Credit";"36599221498735";"2026-03-26";"184"
18237;17880;"Debit";"345154412745738";"2026-05-04";"678"
18238;18736;"Debit";"30377877324224";"2027-09-21";"811"
18239;27553;"Credit";"3545451551211700";"2028-05-16";"267"
18240;27163;"Debit";"3518072988663413";"2029-09-03";"160"
18241;21143;"Credit";"3555061141735733";"2030-05-20";"956"
18242;41086;"Debit";"630428526192";"2028-09-12";"298"
18243;1309;"Debit";"2331394484676955";"2028-07-16";"281"
18244;16583;"Credit";"676353313809";"2029-01-26";"299"
18245;1418;"Credit";"4954821232931298954";"2027-07-16";"838"
18246;16605;"Credit";"180077288054000";"2030-06-14";"620"
18247;46239;"Credit";"3502228360642163";"2028-04-30";"785"
18248;17551;"Credit";"6581559669463381";"2027-12-29";"133"
18249;16110;"Credit";"4139927847556925";"2029-07-03";"357"
18250;32328;"Credit";"4676547128284036";"2026-05-31";"739"
18251;11979;"Debit";"4393119981334167";"2027-06-29";"437"
18252;33844;"Credit";"568834909778";"2028-03-13";"695"
18253;26630;"Debit";"30003336043912";"2030-03-27";"623"
18254;26478;"Credit";"579020206937";"2030-06-20";"436"
18255;1903;"Debit";"4663191267497378054";"2027-07-04";"571"
18256;36789;"Debit";"501828105012";"2030-11-15";"190"
18257;13256;"Debit";"6011350521522279";"2026-12-01";"227"
18258;9299;"Debit";"213120148501280";"2027-09-13";"147"
18259;35167;"Credit";"6011469526275087";"2026-06-04";"281"
18260;48616;"Debit";"374550914677325";"2028-10-09";"280"
18261;10440;"Debit";"4083972664531748";"2026-08-20";"379"
18262;18665;"Debit";"502090440582";"2029-05-01";"909"
18263;4247;"Credit";"370453909863451";"2026-01-19";"240"
18264;15501;"Debit";"676337192055";"2028-06-22";"407"
18265;20424;"Debit";"348829832561149";"2028-10-03";"113"
18266;6960;"Credit";"3509694010031441";"2030-03-11";"884"
18267;38711;"Credit";"370166472365106";"2027-11-22";"587"
18268;30934;"Credit";"6011743829552347";"2028-09-24";"962"
18269;34535;"Credit";"6532670958009650";"2028-01-01";"163"
18270;36295;"Credit";"4506602224604";"2030-05-20";"347"
18271;134;"Debit";"3500329341346452";"2028-04-21";"564"
18272;33404;"Debit";"4114249988908727";"2028-08-22";"336"
18273;27545;"Credit";"379550688912630";"2030-06-24";"251"
18274;14109;"Debit";"30001660300072";"2028-01-22";"760"
18275;21319;"Credit";"4926871616270978";"2028-02-09";"179"
18276;2207;"Credit";"213168673510416";"2027-07-28";"709"
18277;38168;"Credit";"4265322842951";"2030-06-25";"620"
18278;38870;"Debit";"566184118727";"2027-05-02";"256"
18279;26272;"Debit";"30341703945529";"2027-04-05";"322"
18280;22160;"Debit";"213100468078440";"2029-10-10";"498"
18281;40102;"Debit";"372430268190559";"2026-04-07";"411"
18282;10460;"Credit";"4982973431724386";"2027-11-25";"749"
18283;7239;"Credit";"30330627595346";"2026-09-23";"881"
18284;46373;"Debit";"676193955108";"2028-02-12";"449"
18285;30931;"Credit";"4528092176269811";"2030-08-24";"229"
18286;36318;"Debit";"213151747436586";"2030-08-02";"965"
18287;5968;"Credit";"4090995098801677";"2030-05-23";"360"
18288;4661;"Debit";"3539230263808534";"2026-12-08";"391"
18289;5603;"Debit";"4265760597237669";"2029-06-23";"840"
18290;16889;"Credit";"4669225794809522";"2030-03-16";"307"
18291;17017;"Debit";"503891255328";"2026-12-19";"560"
18292;29293;"Credit";"6011603679711502";"2028-01-06";"555"
18293;2745;"Credit";"3515336099372245";"2027-10-12";"938"
18294;42186;"Debit";"4770957613726";"2028-03-24";"142"
18295;8339;"Credit";"2715130266835930";"2027-09-25";"767"
18296;40292;"Debit";"2711613400976474";"2028-03-16";"401"
18297;43643;"Credit";"4370778901325287";"2030-04-06";"765"
18298;41064;"Credit";"4120391098684335";"2026-11-22";"864"
18299;49565;"Credit";"30558107232929";"2026-04-30";"816"
18300;24589;"Debit";"4628463572825598";"2029-11-04";"437"
18301;18507;"Debit";"30294034086051";"2028-07-15";"595"
18302;31495;"Credit";"3502895934693797";"2027-07-23";"148"
